timestamp,label,value,WMA,MA,EWMA,Holt-winter,Diff
1514941200,0,1703,318.0256410256411,458.0,382.9546092677724,320.83154963096604,46.0
1514944800,0,1515,59.56410256410254,163.91666666666674,118.36368741421802,1590.7243779545324,1103.0
1514948400,0,1058,422.6538461538462,378.25,362.30905006862554,1410.9258607666684,939.0
1514952000,0,1649,226.53846153846143,195.83333333333326,301.15275994509966,437.74020361634575,109.0
1514955600,0,2017,564.4102564102564,554.5,608.9222079560798,369.53215025182044,340.0
1514959200,0,1112,425.8974358974358,402.66666666666674,417.86223363513636,863.9020726334847,194.0
1514962800,0,805,670.948717948718,674.3333333333333,641.2897869081091,364.6133871857794,194.0
1514966400,0,705,667.2051282051282,725.9166666666667,613.0318295264874,326.6564810672976,130.0
1514970000,0,628,632.5256410256411,736.0833333333333,567.4254636211899,605.2082215899711,52.0
1514973600,0,537,610.2820512820513,742.1666666666667,544.9403708969519,945.5004536287113,54.0
1514977200,0,612,421.1025641025642,576.0,360.9522967175616,855.223372145404,266.0
1514980800,0,405,539.4871794871794,710.0833333333333,495.76183737404926,567.8498388660173,78.0
1514984400,0,592,243.24358974358972,470.16666666666674,209.60946989923946,672.5301354190002,162.0
1514988000,0,542,220.91025641025647,427.58333333333337,217.68757591939163,201.5233992569605,49.0
1514991600,0,1059,361.8717948717949,170.5,342.8499392644867,356.60698931385184,204.0
1514995200,0,929,205.64102564102564,40.41666666666663,144.2799514115893,639.1436465009141,608.0
1514998800,0,985,255.4230769230769,156.41666666666663,171.42396112927145,618.0490723219082,406.0
1515002400,0,981,227.35897435897436,238.41666666666663,133.13916890341716,553.4691826062258,555.0
1515006000,0,890,99.67948717948718,158.33333333333337,15.511335122733612,320.34128110520055,496.0
1515009600,0,701,113.67948717948718,37.75,176.59093190181318,521.570549549969,806.0
1515013200,0,1119,310.1282051282051,380.58333333333337,276.7272544785494,198.6523535958661,528.0
1515016800,0,1111,243.5769230769231,331.66666666666663,213.38180358283944,305.9162887605653,520.0
1515020400,0,798,120.4487179487179,29.16666666666663,142.29455713372852,33.10772368620292,689.0
1515024000,0,878,35.96153846153845,35.33333333333337,33.83564570698286,65.16451733202894,162.0
1515027600,0,1196,276.6025641025641,313.91666666666663,290.9314834344136,136.09184448470023,507.0
1515031200,0,1584,616.3076923076923,651.5833333333334,620.7451867475309,636.3147106045817,69.0
1515034800,0,1624,556.0641025641025,604.75,536.5961493980246,189.90722562959763,566.0
1515038400,0,1616,455.0256410256411,549.6666666666667,421.2769195184196,275.21708204905417,33.0
1515042000,0,1331,85.46153846153857,207.41666666666674,52.02153561473551,348.6959353742586,686.0
1515045600,0,955,322.448717948718,197.41666666666674,334.3827715082116,749.4889483086617,157.0
1515049200,0,622,625.0769230769231,528.25,600.5062172065693,420.89948520650887,183.0
1515052800,0,500,665.8076923076924,627.9166666666667,602.4049737652556,439.43742835096464,205.0
1515056400,0,358,711.2051282051282,753.1666666666667,623.9239790122045,265.7173853410951,270.0
1515060000,0,291,662.3333333333334,756.75,566.1391832097637,621.8729349565875,246.0
1515063600,0,522,314.91025641025647,457.41666666666663,221.91134656781105,758.1226984450947,90.0
1515067200,0,359,407.53846153846155,597.4166666666666,340.5290772542488,575.3901003785444,46.0
1515070800,0,381,293.6282051282051,532.1666666666666,250.423261803399,491.75292186811646,211.0
1515074400,0,549,43.75641025641028,296.25,32.33860944271919,352.4332194317871,7.0
1515078000,0,752,204.82051282051282,7.0,177.1291124458246,134.65559146722467,307.0
1515081600,0,686,139.8974358974359,0.33333333333337123,75.70328995665966,485.3888394101617,243.0
1515085200,0,766,219.9487179487179,157.16666666666663,140.56263196532768,533.5827271380567,219.0
1515088800,0,834,263.7692307692307,272.25,180.45010557226215,347.0583155373422,147.0
1515092400,0,598,14.115384615384642,46.33333333333337,91.63991554219024,331.22846394554995,292.0
1515096000,0,485,134.24358974358972,64.66666666666663,186.3119324337522,415.3635378127634,216.0
1515099600,0,887,277.7051282051282,338.58333333333337,252.95045405299823,178.88186096992422,232.0
1515103200,0,1010,348.61538461538464,417.5,325.36036324239853,373.6826749680861,101.0
1515106800,0,773,47.38461538461536,120.58333333333337,23.28829059391876,150.3195467067917,25.0
1515110400,0,809,64.83333333333337,135.66666666666663,54.63063247513492,34.33961458547424,69.0
1515114000,0,1005,239.96153846153845,294.16666666666663,239.7045059801078,179.48710326319497,191.0
1515117600,0,1049,238.70512820512818,286.16666666666663,235.76360478408617,945.6063853539815,535.0
1515121200,0,1500,645.6794871794872,695.5,639.6108838272689,96.00522234092341,124.0
1515124800,0,1387,425.6794871794872,520.1666666666666,398.6887070618151,293.44144183835783,229.0
1515128400,0,1167,125.65384615384619,241.75,98.95096564945197,287.78537172945244,164.0
1515132000,0,1865,786.4615384615386,906.3333333333334,777.1607725195615,433.6633970751118,910.0
1515135600,0,1357,139.0256410256411,312.41666666666674,113.72861801564932,247.01899558723858,735.0
1515139200,0,1354,87.96153846153857,246.16666666666674,87.98289441251927,139.11760653846954,854.0
1515142800,0,1248,55.91025641025635,67.75,35.61368446998472,550.8486210176586,890.0
1515146400,0,1046,268.33333333333326,164.33333333333326,230.49094757598778,545.6997640880427,755.0
1515150000,0,1089,200.051282051282,124.33333333333326,141.39275806079036,378.1378549555228,567.0
1515153600,0,962,307.9230769230769,277.66666666666674,240.11420644863233,242.59249038054304,603.0
1515157200,0,899,328.2051282051282,353.41666666666674,255.091365158906,73.16173593431176,518.0
1515160800,0,93,1079.8333333333333,1150.5833333333333,1010.0730921271249,998.1399759851638,456.0
1515164400,0,204,791.8205128205128,959.9166666666667,697.0584737017,1012.9270156350481,548.0
1515168000,0,188,660.1410256410256,867.9166666666667,573.64677896136,402.8597329014773,498.0
1515171600,0,167,547.6153846153846,789.0,479.9174231690881,214.2623768142031,599.0
1515175200,0,150,443.2307692307693,722.6666666666666,400.9339385352705,788.0532517794812,684.0
1515178800,0,264,218.05128205128204,465.75,206.74715082821643,217.53881165265722,334.0
1515182400,0,518,107.60256410256409,120.66666666666663,88.60227933742681,170.5205872898798,33.0
1515186000,0,833,441.1666666666667,264.0,385.8818234699414,256.02379726280515,54.0
1515189600,0,1157,724.551282051282,622.5833333333334,632.705458775953,907.8360759203479,147.0
1515193200,0,706,177.76923076923072,162.33333333333337,55.16436702076237,451.6534320684779,67.0
1515196800,0,1022,468.7948717948718,510.25,360.1314936166099,614.1832206778361,213.0
1515200400,0,784,152.29487179487182,267.25,50.105194893287944,98.37397911361074,221.0
1515204000,0,1106,433.1794871794872,598.8333333333333,362.0841559146304,466.3553614458642,57.0
1515207600,0,2055,1290.0512820512822,1463.4166666666665,1238.6673247317044,644.0708092010807,555.0
1515211200,0,1128,137.91025641025647,382.16666666666663,63.93385978536344,518.7824642492458,259.0
1515214800,0,1250,201.11538461538453,425.83333333333337,173.14708782829075,152.94116274323278,83.0
1515218400,0,1062,52.3974358974358,147.58333333333337,49.48232973736731,491.2648089717368,803.0
1515222000,0,833,304.1025641025642,157.41666666666663,268.5858637898939,178.43510699740068,524.0
1515225600,0,670,442.8846153846155,367.83333333333326,377.8686910319152,321.33793116327297,684.0
1515229200,0,384,672.2948717948718,666.5,588.2949528255322,22.331027834170186,864.0
1515232800,0,197,756.7564102564103,816.0833333333334,657.6359622604257,166.9687916956268,849.0
1515236400,0,186,642.2051282051282,747.0833333333334,537.1087698083405,127.10115097879833,903.0
1515240000,0,100,613.2692307692307,789.75,515.6870158466725,193.63002216623426,862.0
1515243600,0,242,349.7692307692307,570.9166666666666,270.549612677338,357.23881743790827,657.0
1515247200,0,378,125.93589743589746,389.75,80.43969014187041,422.30501522833214,285.0
1515250800,0,109,334.97435897435895,598.0833333333334,333.3517521134964,231.247843865307,95.0
1515254400,0,114,237.96153846153845,430.91666666666663,261.68140169079714,137.56292486111738,74.0
1515258000,0,283,2.6666666666666856,177.41666666666669,40.34512135263776,347.973351695578,116.0
1515261600,0,135,123.37179487179486,244.83333333333331,180.27609708211025,429.87437884393364,15.0
1515265200,0,126,94.7051282051282,176.58333333333331,153.22087766568825,212.02142850865482,138.0
1515268800,0,83,110.53846153846155,160.66666666666666,165.57670213255062,251.11911013562792,435.0
1515272400,0,179,10.179487179487182,15.75,36.46136170604049,364.0669864861527,654.0
1515276000,0,704,537.6025641025641,526.3333333333334,495.8309106351676,483.17860347304963,453.0
1515279600,0,818,570.6282051282051,598.0833333333334,510.66472850813403,741.6080951619052,112.0
1515283200,0,972,632.6153846153846,699.4166666666667,562.5317828065072,638.2354164863102,50.0
1515286800,0,1137,690.0128205128206,791.75,615.0254262452057,417.00807317869055,353.0
1515290400,0,1446,877.2051282051282,1026.1666666666667,801.0203409961646,49.65683685166414,340.0
1515294000,0,1244,517.3333333333334,735.1666666666667,438.81627279693157,409.39063782363996,811.0
1515297600,0,1526,686.2307692307693,922.5833333333334,633.0530182375453,17.491280367449235,398.0
1515301200,0,1506,524.2948717948718,784.9166666666666,486.44241459003615,38.078653408912714,256.0
1515304800,0,1961,858.5384615384614,1138.0,844.1539316720289,313.57746340020594,899.0
1515308400,0,1329,51.46153846153857,353.83333333333337,43.32314533762292,64.91309625695203,496.0
1515312000,0,1279,52.97435897435889,203.58333333333326,15.34148372990171,176.49580597520458,609.0
1515315600,0,1055,308.2948717948718,120.08333333333326,236.27318698392128,20.067947505275242,671.0
1515319200,0,338,1006.8205128205129,910.0833333333333,906.0185495871372,448.729578449515,141.0
1515322800,0,191,1013.8076923076924,1026.5833333333333,871.8148396697097,559.7803671087476,5.0
1515326400,0,108,938.8717948717949,1057.3333333333333,780.4518717357679,400.7461954564154,8.0
1515330000,0,228,656.2051282051282,865.3333333333333,504.36149738861434,179.89089896139643,14.0
1515333600,0,206,545.0769230769231,811.5833333333334,425.48919791089156,167.77549593932423,172.0
1515337200,0,280,346.21794871794873,634.25,266.3913583287133,224.10672129948858,171.0
1515340800,0,384,144.64102564102564,449.91666666666663,109.11308666297066,214.61752905987294,270.0
1515344400,0,383,76.4230769230769,355.75,88.29046933037654,234.22061173544694,100.0
1515348000,0,368,36.69230769230768,277.16666666666663,85.63237546430128,230.60157935293296,233.0
1515351600,0,278,84.05128205128204,234.41666666666663,158.50590037144104,143.61121837635528,152.0
1515355200,0,293,32.9871794871795,131.83333333333331,111.80472029715287,110.02327878162095,210.0
1515358800,0,234,71.70512820512823,108.66666666666669,148.44377623772232,371.6504602531717,55.0
1515362400,0,265,23.987179487179503,9.25,87.75502099017785,135.67593004966585,439.0
1515366000,0,1196,908.4358974358975,927.8333333333333,860.7959832078577,1063.7014708987967,378.0
1515369600,0,1155,724.6923076923076,803.0833333333333,647.6367865662861,746.0917318597236,183.0
1515373200,0,1170,616.1410256410256,730.8333333333333,533.1094292530288,413.01723398750903,33.0
1515376800,0,1405,738.7051282051282,887.3333333333334,661.487543402423,27.69575545123689,41.0
1515380400,0,1463,660.1923076923077,845.4166666666666,587.1900347219383,50.6554406552832,219.0
1515384000,0,1487,554.1282051282051,770.8333333333334,493.75202777755055,12.5621528026752,39.0
1515387600,0,941,110.46153846153857,132.91666666666663,150.9983777779596,504.79641948125163,565.0
1515391200,0,892,179.91025641025635,37.41666666666663,169.79870222236764,636.6257482623564,1069.0
1515394800,0,720,357.66666666666674,178.25,307.83896177789416,234.33239132717813,609.0
1515398400,0,429,621.2435897435898,506.08333333333337,537.2711694223153,458.2164519589776,850.0
1515402000,0,280,692.3846153846154,666.4166666666666,578.8169355378523,73.52838748178118,775.0
1515405600,0,332,537.8589743589744,618.25,411.0535484302818,412.3751934699272,6.0
1515409200,0,294,480.7435897435897,661.8333333333334,366.84283874422545,313.4016214918266,103.0
1515412800,0,251,421.9230769230769,629.6666666666666,336.4742709953804,334.9566932951911,143.0
1515416400,0,408,168.0512820512821,397.33333333333337,112.1794167963044,403.50921438614154,180.0
1515420000,0,378,136.9230769230769,363.83333333333337,119.74353343704354,258.84477550672904,172.0
1515423600,0,523,64.05128205128204,133.25,49.205173250365135,149.97632630869265,243.0
1515427200,0,587,148.55128205128204,9.083333333333371,103.36413860029205,341.4985995783053,203.0
1515430800,0,433,6.846153846153868,69.91666666666669,71.30868911976643,112.32424459074889,50.0
1515434400,0,227,202.0897435897436,233.58333333333331,263.0469512958132,507.135998140115,141.0
1515438000,0,410,16.846153846153868,4.833333333333314,27.43756103665055,157.08471005643037,132.0
1515441600,0,1168,774.1025641025641,788.6666666666667,736.0499511706796,566.0352983122875,875.0
1515445200,0,487,28.230769230769283,46.083333333333314,92.16003906345645,488.7741518532273,253.0
1515448800,0,248,274.3205128205128,210.16666666666669,312.7280312507652,610.2767628088993,17.0
1515452400,0,463,26.987179487179503,11.833333333333314,35.18242500061217,278.0415007966029,733.0
1515456000,0,1434,942.1923076923076,968.75,942.8540599995102,735.0227102812128,279.0
1515459600,0,1241,600.1538461538462,677.1666666666666,561.2832479996082,249.4044947789523,71.0
1515463200,0,2126,1380.974358974359,1492.75,1334.0265983996865,568.4231994551569,721.0
1515466800,0,2192,1217.3205128205127,1413.0833333333335,1133.221278719749,420.56358266926327,729.0
1515470400,0,2008,815.9230769230769,1090.0,722.5770229757991,114.11968863434731,521.0
1515474000,0,2117,757.2307692307693,1080.5833333333333,687.0616183806392,289.04081151326,1176.0
1515477600,0,1989,462.98717948717945,812.25,421.64929470451125,132.48248492522953,1097.0
1515481200,0,1982,331.0256410256411,658.4166666666667,330.3194357636089,176.43033763595076,1262.0
1515484800,0,1652,100.26923076923072,197.41666666666674,65.74445138911301,242.40027284285566,1223.0
1515488400,0,1647,135.64102564102564,152.08333333333326,57.595561111290635,63.3263645746506,1367.0
1515492000,0,1619,187.03846153846143,27.416666666666742,74.07644888903269,240.39213116042788,1287.0
1515495600,0,1289,521.2564102564102,416.83333333333326,389.2611591112261,217.19202534926853,995.0
1515499200,0,1261,485.1282051282051,513.6666666666667,339.408927288981,173.58625830257097,1010.0
1515502800,0,916,751.1025641025642,844.25,616.527141831185,591.5710548390575,508.0
1515506400,0,546,991.2179487179487,1187.1666666666667,863.2217134649482,889.5474234561539,168.0
1515510000,0,493,861.5769230769231,1108.5,743.5773707719586,938.8570868348418,30.0
1515513600,0,472,712.0384615384614,987.9166666666667,615.8618966175668,591.1969639788333,115.0
1515517200,0,746,286.051282051282,585.9166666666667,218.68951729405342,77.8417562338401,313.0
1515520800,0,1261,319.08974358974353,43.33333333333326,340.0483861647572,259.7740332932482,1034.0
1515524400,0,1154,205.4230769230769,3.0,165.03870893180567,178.68790099563262,744.0
1515528000,0,1015,66.88461538461536,73.0,6.969032854555508,123.22392662837797,153.0
1515531600,0,1188,251.11538461538464,153.08333333333326,167.4247737163555,64.98023677502897,701.0
1515535200,0,1094,133.56410256410254,97.33333333333337,39.93981897308436,57.40924685578875,846.0
1515538800,0,837,138.41025641025647,115.91666666666663,225.04814482153256,235.51569436423165,374.0
1515542400,0,820,137.5769230769231,95.25,197.03851585722612,349.2133099800476,614.0
1515546000,0,1265,322.0769230769231,386.5,287.36918731421906,172.91764222604934,24.0
1515549600,0,1470,467.61538461538464,562.4166666666666,434.89534985137516,145.54675205749822,656.0
1515553200,0,1481,392.08974358974365,496.41666666666663,358.9162798811001,75.13351851675179,711.0
1515556800,0,1295,129.71794871794873,228.08333333333326,101.13302390488002,108.7577638830719,713.0
1515560400,0,1448,247.62820512820508,312.5,233.90641912390402,262.3157733252024,669.0
1515564000,0,1386,137.551282051282,192.0,125.12513529912303,116.21451696850818,603.0
1515567600,0,980,297.98717948717945,224.41666666666674,305.8998917607016,53.64731247942848,1002.0
1515571200,0,647,596.4615384615386,542.9166666666667,577.7199134085613,145.01704934692737,1005.0
1515574800,0,526,633.9358974358975,633.25,583.1759307268492,104.01809838929233,1121.0
1515578400,0,321,741.5128205128206,783.0833333333333,671.5407445814794,193.68874321053124,1298.0
1515582000,0,556,386.03846153846155,483.66666666666674,302.2325956651837,511.6006125024761,733.0
1515585600,0,398,469.6282051282051,618.25,399.78607653214704,371.2611069073935,863.0
1515589200,0,462,310.51282051282055,519.0833333333334,255.82886122571767,397.1806878223939,454.0
1515592800,0,468,224.6538461538462,446.16666666666663,198.66308898057412,362.5764029929269,78.0
1515596400,0,716,91.98717948717945,114.66666666666663,89.0695288155407,359.0927807482334,223.0
1515600000,0,608,1.6282051282050816,158.91666666666663,36.7443769475675,239.98057601056337,136.0
1515603600,0,737,155.0769230769231,27.33333333333337,99.6044984419459,262.15960649880014,9.0
1515607200,0,1016,429.8717948717949,365.58333333333337,358.6835987535567,130.35270662604262,245.0
1515610800,0,1271,628.6282051282051,651.4166666666666,541.9468790028453,343.89758336719103,117.0
1515614400,0,1188,445.41025641025647,544.1666666666666,350.55750320227617,0.4142869315526241,173.0
1515618000,0,1177,350.69230769230774,488.08333333333337,269.4460025618208,168.00281182112735,11.0
1515621600,0,1231,329.6025641025641,487.83333333333337,269.5568020494567,88.22746498976676,137.0
1515625200,0,855,121.4487179487179,36.0,160.3545583604348,526.7932361273593,18.0
1515628800,0,218,763.9871794871794,625.9166666666666,765.2836466883479,1275.0287861033808,602.0
1515632400,0,974,88.30769230769226,145.08333333333337,143.77308264932162,394.2281331920208,291.0
1515636000,0,2632,1723.9871794871794,1760.4166666666665,1773.0184661194573,873.424319543708,1162.0
1515639600,0,2581,1402.1538461538462,1529.0833333333333,1367.4147728955659,594.7517673839398,1100.0
1515643200,0,2609,1194.9102564102564,1401.6666666666667,1121.9318183164526,547.7094786463113,1314.0
1515646800,0,2291,661.2692307692307,916.9166666666667,579.5454546531619,132.0382462444286,843.0
1515650400,0,2428,657.2051282051282,924.4166666666667,600.6363637225293,114.50024225323432,1042.0
1515654000,0,1991,77.98717948717945,369.75,43.50909097802332,88.5132376536526,1011.0
1515657600,0,1751,218.8974358974358,69.75,205.19272721758148,248.07265263496697,1104.0
1515661200,0,1568,412.6282051282051,160.16666666666674,347.15418177406536,190.26324482120435,1042.0
1515664800,0,1331,624.9871794871794,429.75,514.7233454192524,186.30361774311473,1010.0
1515668400,0,1462,427.8717948717949,307.08333333333326,280.778676335402,30.279464122856325,906.0
1515672000,0,1643,199.62820512820508,176.66666666666674,43.62294106832178,237.86628079164984,1245.0
1515675600,0,1535,280.448717948718,403.41666666666674,142.89835285465733,58.308401317337484,1073.0
1515679200,0,1466,287.3846153846155,519.1666666666667,183.31868228372605,20.43914184426285,998.0
1515682800,0,794,879.5128205128206,1094.0,818.654945826981,893.8960549747392,78.0
1515686400,0,560,945.2051282051282,1179.0833333333333,888.923956661585,846.3667657932406,48.0
1515690000,0,682,641.8076923076924,886.3333333333333,589.139165329268,551.0272441336615,55.0
1515693600,0,652,535.448717948718,782.25,501.31133226341444,709.1405281862878,364.0
1515697200,0,599,468.1025641025642,687.25,454.0490658107317,537.3173136547659,672.0
1515700800,0,495,466.3717948717949,675.25,467.2392526485853,502.8048362689409,693.0
1515704400,0,503,354.48717948717945,562.5833333333333,365.7914021188683,336.70714266570394,674.0
1515708000,0,478,292.93589743589746,498.83333333333337,317.6331216950947,120.28258000927349,753.0
1515711600,0,474,220.19230769230774,431.75,258.1064973560758,85.68780498900259,381.0
1515715200,0,309,318.7692307692307,514.4166666666666,371.4851978848608,21.870897108829695,91.0
1515718800,0,540,8.628205128205082,172.25,66.18815830788856,63.69912608331845,434.0
1515722400,0,1403,880.8717948717949,773.6666666666666,810.0494733536891,344.95369670076525,1229.0
1515726000,0,1727,1085.8461538461538,1102.9166666666665,972.0395786829513,715.7136645433687,854.0
1515729600,0,1364,553.1666666666666,662.1666666666666,414.6316629463611,380.3180737737181,1245.0
1515733200,0,1514,601.2948717948718,745.1666666666666,481.70533035708877,658.640486927402,777.0
1515736800,0,1292,264.6538461538462,453.83333333333337,163.36426428567097,284.5319932076321,1136.0
1515740400,0,726,371.16666666666674,165.5,435.30858857146336,49.1369276262194,1265.0
1515744000,0,687,384.7051282051282,215.08333333333337,387.24687085717073,181.21358710599816,1064.0
1515747600,0,531,507.6153846153845,387.08333333333337,465.79749668573663,246.38139325178423,1037.0
1515751200,0,509,470.06410256410254,411.41666666666663,394.63799734858935,435.3779183902811,822.0
1515754800,0,248,667.7692307692307,675.0,576.7103978788716,83.23400476678222,1214.0
1515758400,0,264,547.9230769230769,640.1666666666666,445.36831830309734,149.3653025236173,1379.0
1515762000,0,309,404.43589743589746,591.4166666666666,311.2946546424779,201.36848435610045,1226.0
1515765600,0,459,163.4487179487179,422.16666666666663,99.03572371398229,352.01773310835216,1007.0
1515769200,0,687,129.5,115.5,148.77142102881407,455.3334777058731,107.0
1515772800,0,639,99.26923076923072,76.83333333333337,71.01713682305126,368.95391939262925,79.0
1515776400,0,797,269.08974358974353,141.58333333333337,214.81370945844105,318.9038984524864,115.0
1515780000,0,572,22.307692307692264,23.66666666666663,53.14903243324716,308.76581646941065,80.0
1515783600,0,629,82.9487179487179,93.33333333333337,14.480774053402229,276.3925748754441,30.0
1515787200,0,396,164.41025641025647,131.58333333333337,221.41538075727817,580.9073474475251,99.0
1515790800,0,442,98.16666666666663,61.333333333333314,131.13230460582258,536.9609879582554,61.0
1515794400,0,512,18.730769230769283,16.083333333333314,34.905843684658066,361.29963782980735,34.0
1515798000,0,667,133.79487179487182,170.83333333333331,127.07532505227357,112.62647211579144,193.0
1515801600,0,329,230.48717948717945,202.08333333333337,236.3397399581812,459.92572462146256,20.0
1515805200,0,462,66.39743589743591,74.5,56.07179196654499,504.52654470147706,78.0
1515808800,0,849,332.06410256410254,299.75,342.142566426764,713.9891494584163,554.0
1515812400,0,921,357.9487179487179,339.25,345.7140531414111,483.76607162497953,806.0
1515816000,0,1278,662.7564102564103,676.75,633.5712425131288,201.37290442273093,86.0
1515819600,0,1179,459.64102564102564,524.5,407.85699401050306,236.08589717660993,335.0
1515823200,0,1332,531.9487179487179,645.6666666666666,479.28559520840236,412.38099582678024,40.0
1515826800,0,908,8.615384615384642,158.33333333333337,40.571523833278206,357.00069553441665,182.0
1515830400,0,770,153.74358974358972,2.9166666666666288,170.45721906662266,320.9791405193163,83.0
1515834000,0,669,254.29487179487182,135.08333333333337,237.36577525329812,410.783169466105,138.0
1515837600,0,391,511.51282051282055,432.0,467.89262020263845,282.1000067579975,118.0
1515841200,0,399,437.0512820512821,413.91666666666663,366.3140961621109,293.52592952442586,151.0
1515844800,0,225,547.3717948717949,565.5833333333334,467.0512769296888,116.17738558204343,39.0
1515848400,0,394,291.35897435897436,387.91666666666663,204.6410215437511,290.98470928071185,85.0
1515852000,0,493,132.67948717948718,283.25,64.7128172350009,345.50925182176434,34.0
1515855600,0,734,151.8974358974359,12.583333333333371,189.2297462119992,443.7589313665464,47.0
1515859200,0,782,201.83333333333337,51.0,199.38379696959942,467.14075133040694,143.0
1515862800,0,608,19.987179487179446,81.66666666666663,14.492962424320467,67.1596337547403,189.0
1515866400,0,511,64.4487179487179,131.08333333333337,108.59436993945644,277.96603685058517,61.0
1515870000,0,649,93.71794871794873,75.33333333333337,51.1245040484348,173.39642403065272,20.0
1515873600,0,784,217.12820512820508,231.91666666666663,175.8996032387479,83.37186338918502,388.0
1515877200,0,433,169.5512820512821,120.25,210.28031740900178,564.4492378212258,9.0
1515880800,0,501,83.0512820512821,32.58333333333337,100.22425392720152,433.7817433375758,11.0
1515884400,0,512,67.03846153846155,30.75,69.17940314176121,371.8862684127786,155.0
1515888000,0,375,199.30769230769226,177.16666666666663,192.34352251340897,417.8816947827954,46.0
1515891600,0,358,189.0512820512821,206.66666666666663,170.87481801072727,622.5529643359383,104.0
1515895200,0,331,184.25641025641028,230.66666666666663,163.69985440858187,1192.9729863376938,518.0
1515898800,0,712,232.23076923076923,163.83333333333337,250.0401164731345,579.7061980393992,209.0
1515902400,0,1556,1051.025641025641,1009.6666666666666,1044.0320931785077,520.9188077224908,278.0
1515906000,0,1344,683.6923076923077,733.1666666666666,623.225674542806,379.3069454427359,165.0
1515909600,0,1279,505.8974358974359,606.8333333333334,433.5805396342448,281.1601811919476,53.0
